chatId,mensajes_totales,fecha_inicio,fecha_fin,duracion_sesion,porcentaje_user,ultimo_mensaje_user,ayudarme,en,hola,las,marca,muestramelas,podrias,que,sony,una,cluster
225c5e67-b68b-49d5-b3ed-110741e793c3,2,2025-07-10 14:17:17.702,2025-07-10 14:17:19.642,1.94,0.5,"[{'text': 'Hola', 'type': 'text'}]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
c6ca7771-ee4e-400c-8ef5-796192ee4246,10,2025-07-09 16:49:35.004,2025-07-09 16:53:34.834,239.83,0.5,"[{'text': 'Muestramelas', 'type': 'text'}]",0.22082942416587262,0.44165884833174524,0.15712195407193105,0.22082942416587262,0.22082942416587262,0.22082942416587262,0.22082942416587262,0.22082942416587262,0.22082942416587262,0.6624882724976178,1
